trade_week,ETF名称,ts_code,板块,权重(%),Gate,Regime_csi,scale
2019-03-29,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,OFF,1.0
2019-04-04,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,OFF,1.0
2019-04-12,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,OFF,1.0
2019-04-19,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,OFF,1.0
2019-04-26,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,OFF,1.0
2019-04-30,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,OFF,1.0
2019-05-10,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,OFF,1.0
2019-05-17,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,OFF,1.0
2019-05-24,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,OFF,1.0
2019-05-31,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,OFF,1.0
2019-06-06,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2019-06-14,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2019-06-21,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2019-06-28,黄金ETF,159934.SZ,周期资源,12.5,RISK-ON,ON,1.0
2019-06-28,医药ETF,512010.SH,医疗,12.5,RISK-ON,ON,1.0
2019-06-28,房地产ETF,512200.SH,地产链,12.5,RISK-ON,ON,1.0
2019-06-28,证券ETF,512880.SH,大金融,12.5,RISK-ON,ON,1.0
2019-07-05,医药ETF,512010.SH,医疗,12.5,RISK-ON,ON,1.0
2019-07-05,房地产ETF,512200.SH,地产链,12.5,RISK-ON,ON,1.0
2019-07-05,军工ETF,512660.SH,高端制造,12.5,RISK-ON,ON,1.0
2019-07-05,证券ETF,512880.SH,大金融,12.5,RISK-ON,ON,1.0
2019-07-12,黄金ETF,159934.SZ,周期资源,12.5,RISK-ON,ON,1.0
2019-07-12,医药ETF,512010.SH,医疗,12.5,RISK-ON,ON,1.0
2019-07-12,军工ETF,512660.SH,高端制造,12.5,RISK-ON,ON,1.0
2019-07-12,证券ETF,512880.SH,大金融,12.5,RISK-ON,ON,1.0
2019-07-19,黄金ETF,159934.SZ,周期资源,12.5,RISK-ON,ON,1.0
2019-07-19,医药ETF,512010.SH,医疗,12.5,RISK-ON,ON,1.0
2019-07-19,房地产ETF,512200.SH,地产链,12.5,RISK-ON,ON,1.0
2019-07-19,军工ETF,512660.SH,高端制造,12.5,RISK-ON,ON,1.0
2019-07-26,黄金ETF,159934.SZ,周期资源,12.5,RISK-ON,ON,1.0
2019-07-26,医药ETF,512010.SH,医疗,12.5,RISK-ON,ON,1.0
2019-07-26,房地产ETF,512200.SH,地产链,12.5,RISK-ON,ON,1.0
2019-07-26,军工ETF,512660.SH,高端制造,12.5,RISK-ON,ON,1.0
2019-08-02,黄金ETF,159934.SZ,周期资源,50.0,RISK-ON,ON,1.0
2019-08-09,黄金ETF,159934.SZ,周期资源,62.5,RISK-ON,OFF,1.0
2019-08-09,医药ETF,512010.SH,医疗,12.5,RISK-ON,OFF,1.0
2019-08-09,军工ETF,512660.SH,高端制造,12.5,RISK-ON,OFF,1.0
2019-08-09,银行ETF,512800.SH,大金融,12.5,RISK-ON,OFF,1.0
2019-08-16,医药ETF,512010.SH,医疗,29.17,RISK-ON,OFF,1.0
2019-08-16,酒ETF,512690.SH,大消费,29.17,RISK-ON,OFF,1.0
2019-08-16,黄金ETF,159934.SZ,周期资源,16.67,RISK-ON,OFF,1.0
2019-08-16,军工ETF,512660.SH,高端制造,12.5,RISK-ON,OFF,1.0
2019-08-16,银行ETF,512800.SH,大金融,12.5,RISK-ON,OFF,1.0
2019-08-23,黄金ETF,159934.SZ,周期资源,29.17,RISK-ON,OFF,1.0
2019-08-23,医药ETF,512010.SH,医疗,29.17,RISK-ON,OFF,1.0
2019-08-23,酒ETF,512690.SH,大消费,29.17,RISK-ON,OFF,1.0
2019-08-23,军工ETF,512660.SH,高端制造,12.5,RISK-ON,OFF,1.0
2019-08-30,医药ETF,512010.SH,医疗,25.0,RISK-ON,OFF,1.0
2019-08-30,酒ETF,512690.SH,大消费,25.0,RISK-ON,OFF,1.0
2019-08-30,军工ETF,512660.SH,高端制造,25.0,RISK-ON,OFF,1.0
2019-08-30,黄金ETF,159934.SZ,周期资源,12.5,RISK-ON,OFF,1.0
2019-08-30,房地产ETF,512200.SH,地产链,12.5,RISK-ON,OFF,1.0
2019-09-06,医药ETF,512010.SH,医疗,25.0,RISK-ON,OFF,1.0
2019-09-06,半导体ETF,512480.SH,半导体芯片,25.0,RISK-ON,OFF,1.0
2019-09-06,军工ETF,512660.SH,高端制造,25.0,RISK-ON,OFF,1.0
2019-09-06,酒ETF,512690.SH,大消费,25.0,RISK-ON,OFF,1.0
2019-09-12,房地产ETF,512200.SH,地产链,25.0,RISK-ON,OFF,1.0
2019-09-12,军工ETF,512660.SH,高端制造,25.0,RISK-ON,OFF,1.0
2019-09-12,半导体ETF,512480.SH,半导体芯片,25.0,RISK-ON,OFF,1.0
2019-09-12,医药ETF,512010.SH,医疗,12.5,RISK-ON,OFF,1.0
2019-09-12,证券ETF,512880.SH,大金融,12.5,RISK-ON,OFF,1.0
2019-09-20,医药ETF,512010.SH,医疗,25.0,RISK-ON,OFF,1.0
2019-09-20,房地产ETF,512200.SH,地产链,25.0,RISK-ON,OFF,1.0
2019-09-20,半导体ETF,512480.SH,半导体芯片,25.0,RISK-ON,OFF,1.0
2019-09-20,军工ETF,512660.SH,高端制造,12.5,RISK-ON,OFF,1.0
2019-09-20,酒ETF,512690.SH,大消费,12.5,RISK-ON,OFF,1.0
2019-09-27,房地产ETF,512200.SH,地产链,29.17,RISK-ON,OFF,1.0
2019-09-27,半导体ETF,512480.SH,半导体芯片,29.17,RISK-ON,OFF,1.0
2019-09-27,证券ETF,512880.SH,大金融,16.67,RISK-ON,OFF,1.0
2019-09-27,医药ETF,512010.SH,医疗,12.5,RISK-ON,OFF,1.0
2019-09-27,银行ETF,512800.SH,大金融,12.5,RISK-ON,OFF,1.0
2019-09-30,房地产ETF,512200.SH,地产链,12.5,RISK-ON,OFF,1.0
2019-09-30,半导体ETF,512480.SH,半导体芯片,12.5,RISK-ON,OFF,1.0
2019-09-30,酒ETF,512690.SH,大消费,12.5,RISK-ON,OFF,1.0
2019-09-30,银行ETF,512800.SH,大金融,12.5,RISK-ON,OFF,1.0
2019-10-11,医药ETF,512010.SH,医疗,29.17,RISK-ON,OFF,1.0
2019-10-11,酒ETF,512690.SH,大消费,29.17,RISK-ON,OFF,1.0
2019-10-11,黄金ETF,159934.SZ,周期资源,16.67,RISK-ON,OFF,1.0
2019-10-11,房地产ETF,512200.SH,地产链,12.5,RISK-ON,OFF,1.0
2019-10-11,银行ETF,512800.SH,大金融,12.5,RISK-ON,OFF,1.0
2019-10-18,医药ETF,512010.SH,医疗,62.5,RISK-ON,OFF,1.0
2019-10-18,房地产ETF,512200.SH,地产链,12.5,RISK-ON,OFF,1.0
2019-10-18,酒ETF,512690.SH,大消费,12.5,RISK-ON,OFF,1.0
2019-10-18,银行ETF,512800.SH,大金融,12.5,RISK-ON,OFF,1.0
2019-10-25,医药ETF,512010.SH,医疗,29.17,RISK-ON,OFF,1.0
2019-10-25,房地产ETF,512200.SH,地产链,29.17,RISK-ON,OFF,1.0
2019-10-25,银行ETF,512800.SH,大金融,29.17,RISK-ON,OFF,1.0
2019-10-25,酒ETF,512690.SH,大消费,12.5,RISK-ON,OFF,1.0
2019-11-01,医药ETF,512010.SH,医疗,25.0,RISK-ON,OFF,1.0
2019-11-01,房地产ETF,512200.SH,地产链,25.0,RISK-ON,OFF,1.0
2019-11-01,酒ETF,512690.SH,大消费,25.0,RISK-ON,OFF,1.0
2019-11-01,银行ETF,512800.SH,大金融,25.0,RISK-ON,OFF,1.0
2019-11-08,医药ETF,512010.SH,医疗,29.17,RISK-ON,OFF,1.0
2019-11-08,半导体ETF,512480.SH,半导体芯片,29.17,RISK-ON,OFF,1.0
2019-11-08,酒ETF,512690.SH,大消费,29.17,RISK-ON,OFF,1.0
2019-11-08,银行ETF,512800.SH,大金融,12.5,RISK-ON,OFF,1.0
2019-11-15,医药ETF,512010.SH,医疗,29.17,RISK-ON,OFF,1.0
2019-11-15,半导体ETF,512480.SH,半导体芯片,29.17,RISK-ON,OFF,1.0
2019-11-15,酒ETF,512690.SH,大消费,29.17,RISK-ON,OFF,1.0
2019-11-15,银行ETF,512800.SH,大金融,12.5,RISK-ON,OFF,1.0
2019-11-22,医药ETF,512010.SH,医疗,29.17,RISK-ON,OFF,1.0
2019-11-22,半导体ETF,512480.SH,半导体芯片,29.17,RISK-ON,OFF,1.0
2019-11-22,酒ETF,512690.SH,大消费,29.17,RISK-ON,OFF,1.0
2019-11-22,军工ETF,512660.SH,高端制造,12.5,RISK-ON,OFF,1.0
2019-11-29,半导体ETF,512480.SH,半导体芯片,61.52,RISK-ON,OFF,0.9843
2019-11-29,军工ETF,512660.SH,高端制造,12.3,RISK-ON,OFF,0.9843
2019-11-29,酒ETF,512690.SH,大消费,12.3,RISK-ON,OFF,0.9843
2019-11-29,通信ETF,515880.SH,通信光模块,12.3,RISK-ON,OFF,0.9843
2019-12-06,酒ETF,512690.SH,大消费,20.24,RISK-ON,OFF,0.8096
2019-12-06,半导体ETF,512480.SH,半导体芯片,20.24,RISK-ON,OFF,0.8096
2019-12-06,房地产ETF,512200.SH,地产链,10.12,RISK-ON,OFF,0.8096
2019-12-06,黄金ETF,159934.SZ,周期资源,10.12,RISK-ON,OFF,0.8096
2019-12-06,军工ETF,512660.SH,高端制造,10.12,RISK-ON,OFF,0.8096
2019-12-06,通信ETF,515880.SH,通信光模块,10.12,RISK-ON,OFF,0.8096
2019-12-13,房地产ETF,512200.SH,地产链,20.18,RISK-ON,OFF,0.8071
2019-12-13,半导体ETF,512480.SH,半导体芯片,20.18,RISK-ON,OFF,0.8071
2019-12-13,军工ETF,512660.SH,高端制造,20.18,RISK-ON,OFF,0.8071
2019-12-13,通信ETF,515880.SH,通信光模块,20.18,RISK-ON,OFF,0.8071
2019-12-20,房地产ETF,512200.SH,地产链,20.37,RISK-ON,OFF,0.8148
2019-12-20,半导体ETF,512480.SH,半导体芯片,20.37,RISK-ON,OFF,0.8148
2019-12-20,通信ETF,515880.SH,通信光模块,20.37,RISK-ON,OFF,0.8148
2019-12-20,军工ETF,512660.SH,高端制造,10.19,RISK-ON,OFF,0.8148
2019-12-20,证券ETF,512880.SH,大金融,10.19,RISK-ON,OFF,0.8148
2019-12-27,房地产ETF,512200.SH,地产链,20.24,RISK-ON,OFF,0.8098
2019-12-27,半导体ETF,512480.SH,半导体芯片,20.24,RISK-ON,OFF,0.8098
2019-12-27,通信ETF,515880.SH,通信光模块,20.24,RISK-ON,OFF,0.8098
2019-12-27,银行ETF,512800.SH,大金融,10.12,RISK-ON,OFF,0.8098
2019-12-27,证券ETF,512880.SH,大金融,10.12,RISK-ON,OFF,0.8098
2020-01-03,房地产ETF,512200.SH,地产链,19.49,RISK-ON,OFF,0.7794
2020-01-03,半导体ETF,512480.SH,半导体芯片,19.49,RISK-ON,OFF,0.7794
2020-01-03,通信ETF,515880.SH,通信光模块,19.49,RISK-ON,OFF,0.7794
2020-01-03,银行ETF,512800.SH,大金融,9.74,RISK-ON,OFF,0.7794
2020-01-03,证券ETF,512880.SH,大金融,9.74,RISK-ON,OFF,0.7794
2020-01-10,半导体ETF,512480.SH,半导体芯片,19.78,RISK-ON,OFF,0.7911
2020-01-10,军工ETF,512660.SH,高端制造,19.78,RISK-ON,OFF,0.7911
2020-01-10,酒ETF,512690.SH,大消费,19.78,RISK-ON,OFF,0.7911
2020-01-10,通信ETF,515880.SH,通信光模块,19.78,RISK-ON,OFF,0.7911
2020-01-17,医药ETF,512010.SH,医疗,19.67,RISK-ON,OFF,0.7869
2020-01-17,半导体ETF,512480.SH,半导体芯片,19.67,RISK-ON,OFF,0.7869
2020-01-17,酒ETF,512690.SH,大消费,19.67,RISK-ON,OFF,0.7869
2020-01-17,通信ETF,515880.SH,通信光模块,19.67,RISK-ON,OFF,0.7869
2020-01-23,医药ETF,512010.SH,医疗,19.71,RISK-ON,OFF,0.7885
2020-01-23,半导体ETF,512480.SH,半导体芯片,19.71,RISK-ON,OFF,0.7885
2020-01-23,军工ETF,512660.SH,高端制造,19.71,RISK-ON,OFF,0.7885
2020-01-23,通信ETF,515880.SH,通信光模块,19.71,RISK-ON,OFF,0.7885
2020-02-07,医药ETF,512010.SH,医疗,19.95,RISK-ON,OFF,0.7979
2020-02-07,军工ETF,512660.SH,高端制造,19.95,RISK-ON,OFF,0.7979
2020-02-07,半导体ETF,512480.SH,半导体芯片,19.95,RISK-ON,OFF,0.7979
2020-02-07,黄金ETF,159934.SZ,周期资源,9.97,RISK-ON,OFF,0.7979
2020-02-07,通信ETF,515880.SH,通信光模块,9.97,RISK-ON,OFF,0.7979
2020-02-14,医药ETF,512010.SH,医疗,20.36,RISK-ON,OFF,0.8144
2020-02-14,军工ETF,512660.SH,高端制造,20.36,RISK-ON,OFF,0.8144
2020-02-14,半导体ETF,512480.SH,半导体芯片,20.36,RISK-ON,OFF,0.8144
2020-02-14,黄金ETF,159934.SZ,周期资源,10.18,RISK-ON,OFF,0.8144
2020-02-14,通信ETF,515880.SH,通信光模块,10.18,RISK-ON,OFF,0.8144
2020-02-21,半导体ETF,512480.SH,半导体芯片,15.82,RISK-ON,OFF,0.6329
2020-02-21,通信ETF,515880.SH,通信光模块,15.82,RISK-ON,OFF,0.6329
2020-02-21,军工ETF,512660.SH,高端制造,15.82,RISK-ON,OFF,0.6329
2020-02-21,黄金ETF,159934.SZ,周期资源,7.91,RISK-ON,OFF,0.6329
2020-02-21,医药ETF,512010.SH,医疗,7.91,RISK-ON,OFF,0.6329
2020-02-28,黄金ETF,159934.SZ,周期资源,14.11,RISK-ON,OFF,0.5642
2020-02-28,半导体ETF,512480.SH,半导体芯片,14.11,RISK-ON,OFF,0.5642
2020-02-28,军工ETF,512660.SH,高端制造,14.11,RISK-ON,OFF,0.5642
2020-02-28,通信ETF,515880.SH,通信光模块,14.11,RISK-ON,OFF,0.5642
2020-03-06,房地产ETF,512200.SH,地产链,14.17,RISK-ON,OFF,0.5669
2020-03-06,军工ETF,512660.SH,高端制造,14.17,RISK-ON,OFF,0.5669
2020-03-06,通信ETF,515880.SH,通信光模块,14.17,RISK-ON,OFF,0.5669
2020-03-06,酒ETF,512690.SH,大消费,7.09,RISK-ON,OFF,0.5669
2020-03-06,证券ETF,512880.SH,大金融,7.09,RISK-ON,OFF,0.5669
2020-03-13,通信ETF,515880.SH,通信光模块,13.84,RISK-ON,OFF,0.5535
2020-03-13,军工ETF,512660.SH,高端制造,13.84,RISK-ON,OFF,0.5535
2020-03-13,房地产ETF,512200.SH,地产链,6.92,RISK-ON,OFF,0.5535
2020-03-13,黄金ETF,159934.SZ,周期资源,6.92,RISK-ON,OFF,0.5535
2020-03-13,酒ETF,512690.SH,大消费,6.92,RISK-ON,OFF,0.5535
2020-03-13,证券ETF,512880.SH,大金融,6.92,RISK-ON,OFF,0.5535
2020-03-20,黄金ETF,159934.SZ,周期资源,49.9,RISK-OFF,OFF,0.499
2020-03-27,黄金ETF,159934.SZ,周期资源,45.87,RISK-OFF,OFF,0.4587
2020-04-03,黄金ETF,159934.SZ,周期资源,47.09,RISK-OFF,OFF,0.4709
2020-04-10,黄金ETF,159934.SZ,周期资源,47.24,RISK-OFF,OFF,0.4724
2020-04-17,医药ETF,512010.SH,医疗,11.79,RISK-ON,ON,0.4715
2020-04-17,酒ETF,512690.SH,大消费,11.79,RISK-ON,ON,0.4715
2020-04-17,房地产ETF,512200.SH,地产链,11.79,RISK-ON,ON,0.4715
2020-04-17,黄金ETF,159934.SZ,周期资源,5.89,RISK-ON,ON,0.4715
2020-04-17,有色ETF,159980.SZ,周期资源,5.89,RISK-ON,ON,0.4715
2020-04-24,有色ETF,159980.SZ,周期资源,11.82,RISK-ON,ON,0.4729
2020-04-24,医药ETF,512010.SH,医疗,11.82,RISK-ON,ON,0.4729
2020-04-24,军工ETF,512660.SH,高端制造,11.82,RISK-ON,ON,0.4729
2020-04-24,酒ETF,512690.SH,大消费,11.82,RISK-ON,ON,0.4729
2020-04-30,医药ETF,512010.SH,医疗,11.82,RISK-ON,ON,0.473
2020-04-30,酒ETF,512690.SH,大消费,11.82,RISK-ON,ON,0.473
2020-04-30,军工ETF,512660.SH,高端制造,11.82,RISK-ON,ON,0.473
2020-04-30,有色ETF,159980.SZ,周期资源,5.91,RISK-ON,ON,0.473
2020-04-30,半导体ETF,512480.SH,半导体芯片,5.91,RISK-ON,ON,0.473
2020-05-08,半导体ETF,512480.SH,半导体芯片,11.75,RISK-ON,ON,0.4701
2020-05-08,军工ETF,512660.SH,高端制造,11.75,RISK-ON,ON,0.4701
2020-05-08,酒ETF,512690.SH,大消费,11.75,RISK-ON,ON,0.4701
2020-05-08,通信ETF,515880.SH,通信光模块,5.88,RISK-ON,ON,0.4701
2020-05-08,AI_ETF,515980.SH,AI数字,5.88,RISK-ON,ON,0.4701
2020-05-15,半导体ETF,512480.SH,半导体芯片,11.74,RISK-ON,ON,0.4698
2020-05-15,军工ETF,512660.SH,高端制造,11.74,RISK-ON,ON,0.4698
2020-05-15,酒ETF,512690.SH,大消费,11.74,RISK-ON,ON,0.4698
2020-05-15,通信ETF,515880.SH,通信光模块,5.87,RISK-ON,ON,0.4698
2020-05-15,AI_ETF,515980.SH,AI数字,5.87,RISK-ON,ON,0.4698
2020-05-22,有色ETF,159980.SZ,周期资源,11.31,RISK-ON,ON,0.4524
2020-05-22,医药ETF,512010.SH,医疗,11.31,RISK-ON,ON,0.4524
2020-05-22,半导体ETF,512480.SH,半导体芯片,11.31,RISK-ON,ON,0.4524
2020-05-22,酒ETF,512690.SH,大消费,11.31,RISK-ON,ON,0.4524
2020-05-29,酒ETF,512690.SH,大消费,11.45,RISK-ON,ON,0.4581
2020-05-29,医药ETF,512010.SH,医疗,11.45,RISK-ON,ON,0.4581
2020-05-29,有色ETF,159980.SZ,周期资源,5.73,RISK-ON,ON,0.4581
2020-05-29,黄金ETF,159934.SZ,周期资源,5.73,RISK-ON,ON,0.4581
2020-05-29,新能源车ETF,515030.SH,新能源,5.73,RISK-ON,ON,0.4581
2020-05-29,钢铁ETF,515210.SH,周期资源,5.73,RISK-ON,ON,0.4581
2020-06-05,有色ETF,159980.SZ,周期资源,11.49,RISK-ON,ON,0.4595
2020-06-05,医药ETF,512010.SH,医疗,11.49,RISK-ON,ON,0.4595
2020-06-05,酒ETF,512690.SH,大消费,11.49,RISK-ON,ON,0.4595
2020-06-05,新能源车ETF,515030.SH,新能源,5.74,RISK-ON,ON,0.4595
2020-06-05,煤炭ETF,515220.SH,周期资源,5.74,RISK-ON,ON,0.4595
2020-06-12,有色ETF,159980.SZ,周期资源,12.12,RISK-ON,ON,0.4848
2020-06-12,医药ETF,512010.SH,医疗,12.12,RISK-ON,ON,0.4848
2020-06-12,酒ETF,512690.SH,大消费,12.12,RISK-ON,ON,0.4848
2020-06-12,新能源车ETF,515030.SH,新能源,6.06,RISK-ON,ON,0.4848
2020-06-12,钢铁ETF,515210.SH,周期资源,6.06,RISK-ON,ON,0.4848
2020-06-19,医药ETF,512010.SH,医疗,12.0,RISK-ON,OFF,0.4798
2020-06-19,酒ETF,512690.SH,大消费,12.0,RISK-ON,OFF,0.4798
2020-06-19,新能源车ETF,515030.SH,新能源,12.0,RISK-ON,OFF,0.4798
2020-06-19,钢铁ETF,515210.SH,周期资源,6.0,RISK-ON,OFF,0.4798
2020-06-19,通信ETF,515880.SH,通信光模块,6.0,RISK-ON,OFF,0.4798
2020-06-24,医药ETF,512010.SH,医疗,11.99,RISK-ON,OFF,0.4796
2020-06-24,新能源车ETF,515030.SH,新能源,11.99,RISK-ON,OFF,0.4796
2020-06-24,通信ETF,515880.SH,通信光模块,11.99,RISK-ON,OFF,0.4796
2020-06-24,半导体ETF,512480.SH,半导体芯片,5.99,RISK-ON,OFF,0.4796
2020-06-24,AI_ETF,515980.SH,AI数字,5.99,RISK-ON,OFF,0.4796
2020-07-03,创新药ETF,159992.SZ,医疗,11.99,RISK-ON,OFF,0.4798
2020-07-03,酒ETF,512690.SH,大消费,11.99,RISK-ON,OFF,0.4798
2020-07-03,医药ETF,512010.SH,医疗,6.0,RISK-ON,OFF,0.4798
2020-07-03,房地产ETF,512200.SH,地产链,6.0,RISK-ON,OFF,0.4798
2020-07-03,证券ETF,512880.SH,大金融,6.0,RISK-ON,OFF,0.4798
2020-07-03,煤炭ETF,515220.SH,周期资源,6.0,RISK-ON,OFF,0.4798
2020-07-10,半导体ETF,512480.SH,半导体芯片,11.31,RISK-ON,OFF,0.4524
2020-07-10,酒ETF,512690.SH,大消费,11.31,RISK-ON,OFF,0.4524
2020-07-10,创新药ETF,159992.SZ,医疗,5.66,RISK-ON,OFF,0.4524
2020-07-10,军工ETF,512660.SH,高端制造,5.66,RISK-ON,OFF,0.4524
2020-07-10,证券ETF,512880.SH,大金融,5.66,RISK-ON,OFF,0.4524
2020-07-10,煤炭ETF,515220.SH,周期资源,5.66,RISK-ON,OFF,0.4524
2020-07-17,酒ETF,512690.SH,大消费,10.61,RISK-ON,OFF,0.4246
2020-07-17,军工ETF,512660.SH,高端制造,10.61,RISK-ON,OFF,0.4246
2020-07-17,半导体ETF,512480.SH,半导体芯片,5.31,RISK-ON,OFF,0.4246
2020-07-17,创新药ETF,159992.SZ,医疗,5.31,RISK-ON,OFF,0.4246
2020-07-17,证券ETF,512880.SH,大金融,5.31,RISK-ON,OFF,0.4246
2020-07-17,红利ETF,515080.SH,红利,5.31,RISK-ON,OFF,0.4246
2020-07-24,创新药ETF,159992.SZ,医疗,10.62,RISK-ON,OFF,0.425
2020-07-24,军工ETF,512660.SH,高端制造,10.62,RISK-ON,OFF,0.425
2020-07-24,酒ETF,512690.SH,大消费,10.62,RISK-ON,OFF,0.425
2020-07-24,红利ETF,515080.SH,红利,10.62,RISK-ON,OFF,0.425
2020-07-31,创新药ETF,159992.SZ,医疗,10.48,RISK-ON,OFF,0.419
2020-07-31,红利ETF,515080.SH,红利,10.48,RISK-ON,OFF,0.419
2020-07-31,军工ETF,512660.SH,高端制造,10.48,RISK-ON,OFF,0.419
2020-07-31,半导体ETF,512480.SH,半导体芯片,5.24,RISK-ON,OFF,0.419
2020-07-31,医药ETF,512010.SH,医疗,5.24,RISK-ON,OFF,0.419
2020-08-07,红利ETF,515080.SH,红利,10.41,RISK-ON,OFF,0.4163
2020-08-07,创新药ETF,159992.SZ,医疗,10.41,RISK-ON,OFF,0.4163
2020-08-07,有色ETF,159980.SZ,周期资源,5.2,RISK-ON,OFF,0.4163
2020-08-07,黄金ETF,159934.SZ,周期资源,5.2,RISK-ON,OFF,0.4163
2020-08-07,医药ETF,512010.SH,医疗,5.2,RISK-ON,OFF,0.4163
2020-08-07,军工ETF,512660.SH,高端制造,5.2,RISK-ON,OFF,0.4163
2020-08-14,房地产ETF,512200.SH,地产链,10.13,RISK-ON,OFF,0.4052
2020-08-14,军工ETF,512660.SH,高端制造,10.13,RISK-ON,OFF,0.4052
2020-08-14,红利ETF,515080.SH,红利,10.13,RISK-ON,OFF,0.4052
2020-08-14,半导体ETF,512480.SH,半导体芯片,5.06,RISK-ON,OFF,0.4052
2020-08-14,钢铁ETF,515210.SH,周期资源,5.06,RISK-ON,OFF,0.4052
2020-08-21,酒ETF,512690.SH,大消费,11.01,RISK-ON,OFF,0.4403
2020-08-21,红利ETF,515080.SH,红利,11.01,RISK-ON,OFF,0.4403
2020-08-21,军工ETF,512660.SH,高端制造,5.5,RISK-ON,OFF,0.4403
2020-08-21,证券ETF,512880.SH,大金融,5.5,RISK-ON,OFF,0.4403
2020-08-21,钢铁ETF,515210.SH,周期资源,5.5,RISK-ON,OFF,0.4403
2020-08-21,AI_ETF,515980.SH,AI数字,5.5,RISK-ON,OFF,0.4403
2020-08-28,红利ETF,515080.SH,红利,11.76,RISK-ON,OFF,0.4704
2020-08-28,酒ETF,512690.SH,大消费,11.76,RISK-ON,OFF,0.4704
2020-08-28,房地产ETF,512200.SH,地产链,5.88,RISK-ON,OFF,0.4704
2020-08-28,有色ETF,159980.SZ,周期资源,5.88,RISK-ON,OFF,0.4704
2020-08-28,军工ETF,512660.SH,高端制造,5.88,RISK-ON,OFF,0.4704
2020-08-28,钢铁ETF,515210.SH,周期资源,5.88,RISK-ON,OFF,0.4704
2020-09-04,红利ETF,515080.SH,红利,11.69,RISK-ON,OFF,0.4674
2020-09-04,酒ETF,512690.SH,大消费,11.69,RISK-ON,OFF,0.4674
2020-09-04,房地产ETF,512200.SH,地产链,5.84,RISK-ON,OFF,0.4674
2020-09-04,有色ETF,159980.SZ,周期资源,5.84,RISK-ON,OFF,0.4674
2020-09-04,银行ETF,512800.SH,大金融,5.84,RISK-ON,OFF,0.4674
2020-09-04,煤炭ETF,515220.SH,周期资源,5.84,RISK-ON,OFF,0.4674
2020-09-11,酒ETF,512690.SH,大消费,13.77,RISK-ON,OFF,0.4721
2020-09-11,煤炭ETF,515220.SH,周期资源,13.77,RISK-ON,OFF,0.4721
2020-09-11,红利ETF,515080.SH,红利,7.87,RISK-ON,OFF,0.4721
2020-09-11,有色ETF,159980.SZ,周期资源,5.9,RISK-ON,OFF,0.4721
2020-09-11,钢铁ETF,515210.SH,周期资源,5.9,RISK-ON,OFF,0.4721
2020-09-18,酒ETF,512690.SH,大消费,13.21,RISK-ON,OFF,0.5283
2020-09-18,新能源车ETF,515030.SH,新能源,13.21,RISK-ON,OFF,0.5283
2020-09-18,红利ETF,515080.SH,红利,13.21,RISK-ON,OFF,0.5283
2020-09-18,煤炭ETF,515220.SH,周期资源,13.21,RISK-ON,OFF,0.5283
2020-09-25,新能源车ETF,515030.SH,新能源,15.94,RISK-ON,OFF,0.5466
2020-09-25,煤炭ETF,515220.SH,周期资源,15.94,RISK-ON,OFF,0.5466
2020-09-25,银行ETF,512800.SH,大金融,9.11,RISK-ON,OFF,0.5466
2020-09-25,红利ETF,515080.SH,红利,6.83,RISK-ON,OFF,0.5466
2020-09-25,钢铁ETF,515210.SH,周期资源,6.83,RISK-ON,OFF,0.5466
2020-09-30,银行ETF,512800.SH,大金融,16.05,RISK-ON,OFF,0.5502
2020-09-30,新能源车ETF,515030.SH,新能源,16.05,RISK-ON,OFF,0.5502
2020-09-30,煤炭ETF,515220.SH,周期资源,16.05,RISK-ON,OFF,0.5502
2020-09-30,钢铁ETF,515210.SH,周期资源,6.88,RISK-ON,OFF,0.5502
2020-10-09,医药ETF,512010.SH,医疗,13.72,RISK-ON,ON,0.5487
2020-10-09,新能源车ETF,515030.SH,新能源,13.72,RISK-ON,ON,0.5487
2020-10-09,半导体ETF,512480.SH,半导体芯片,6.86,RISK-ON,ON,0.5487
2020-10-09,军工ETF,512660.SH,高端制造,6.86,RISK-ON,ON,0.5487
2020-10-09,红利ETF,515080.SH,红利,6.86,RISK-ON,ON,0.5487
2020-10-09,AI_ETF,515980.SH,AI数字,6.86,RISK-ON,ON,0.5487
2020-10-16,医药ETF,512010.SH,医疗,13.73,RISK-ON,ON,0.5493
2020-10-16,酒ETF,512690.SH,大消费,13.73,RISK-ON,ON,0.5493
2020-10-16,创新药ETF,159992.SZ,医疗,6.87,RISK-ON,ON,0.5493
2020-10-16,军工ETF,512660.SH,高端制造,6.87,RISK-ON,ON,0.5493
2020-10-16,新能源车ETF,515030.SH,新能源,6.87,RISK-ON,ON,0.5493
